sids,uid,state,ll,name,elev
"['248511 2', 'USC00248511 6', 'VNDM8 7', 'VNOM8 7']",11862,MT,"[-106.92, 46.43]",VANANDA 6 NE,2625.0
"['244954 2', 'USC00244954 6', 'LNPM8 7']",11863,MT,"[-110.5998, 46.3615]",LENNEP 5 SW,5600.0
"['245235 2', 'USC00245235 6']",11864,MT,"[-110.7, 46.36667]",LOWETH,5804.0
['242271 2'],11865,MT,"[-111.1, 46.36667]",DEEP CREEK PASS,5735.0
"['242272 2', 'USC00242272 6', 'DPCM8 7']",11866,MT,"[-111.13333, 46.36667]",DEEP CREEK PASS 2,5440.0
"['248329 2', 'USC00248329 6', 'TSNM8 7']",11867,MT,"[-111.2841, 46.3566]",TOWNSEND 12 ENE,5050.0
"['242274 2', '242273 2', 'USC00242273 6']",11868,MT,"[-112.73333, 46.38333]",DEER LODGE 2,4534.0
"['246601 2', 'USC00246601 6', 'PLEM8 7']",11870,MT,"[-104.5163, 46.4177]",PLEVNA,2780.0
"['245685 2', 'USC00245685 6']",11871,MT,"[-105.81667, 46.4]",MILES CITY,2362.0
"['245692 2', 'MILM8 7']",11872,MT,"[-105.86167, 46.42194]",MILES CITY HWY BRIDGE,2330.0
['245694 2'],11874,MT,"[-105.86667, 46.4]",MILES CITY PUMPING PLANT,2372.0
"['24097 1', '243939 2', '3HT 3', 'USC00243939 6', '3HT 7']",11875,MT,"[-109.8428, 46.4356]",HARLOWTON,4222.0
"['243944 2', 'HLWM8 7']",11876,MT,"[-109.8413, 46.4288]",HARLOWTON 1 SW,4160.0
"['242275 2', 'USC00242275 6', 'DERM8 7']",11877,MT,"[-112.79786, 46.39053]",DEER LODGE 3 W,4842.0
"['248564 2', 'USC00248564 6']",11878,MT,"[-114.2, 46.41667]",VICTOR,3602.0
['245098 2'],11879,MT,"[-105.31667, 46.45]",LOCATE,2392.0
"['242317 2', 'USC00242317 6']",11880,MT,"[-108.4, 46.48333]",DELPHIA,3061.0
"['94003 1', '247214 2', 'USC00247214 6', 'ROPM8 7']",11881,MT,"[-108.5319, 46.438]",ROUNDUP,3200.0
"['241686 2', 'USC00241686 6']",11882,MT,"[-112.18333, 46.46667]",CHESSMAN RESERVOIR,6283.0
"['244442 2', 'USC00244442 6', 'ISMM8 7']",11883,MT,"[-104.7522, 46.54]",ISMAY,2715.0
"['244384 2', 'USC00244384 6']",11884,MT,"[-107.31667, 46.5]",INGOMAR 6 SE,3041.0
"['247263 2', 'USC00247263 6', 'RYGM8 7']",11885,MT,"[-109.3441, 46.5333]",RYEGATE 18 NNW,4440.0
"['245387 2', 'USC00245387 6', 'MRTM8 7']",11886,MT,"[-110.3378, 46.5]",MARTINSDALE 3 NNW,4800.0
"['248927 2', 'USC00248927 6', 'WSSM8 7']",11887,MT,"[-110.9058, 46.5431]",WHITE SULPHUR SPRINGS,5160.0
"['248930 2', 'USC00248930 6', 'WGSM8 7']",11888,MT,"[-110.9, 46.5436]",WHITE SULPHUR SPRINGS #2,5040.0
"['247894 2', 'USC00247894 6', 'STEM8 7']",11890,MT,"[-114.091, 46.5137]",STEVENSVILLE,3375.0
"['244381 2', 'USC00244381 6']",11891,MT,"[-107.36667, 46.58333]",INGOMAR,3051.0
"['245390 2', 'USC00245390 6']",11892,MT,"[-110.55, 46.56667]",MARTINSDALE 14 NW,5505.0
"['94104 1', '244057 2', 'USW00094104 6', 'USW00094104 32']",11893,MT,"[-112.03333, 46.58333]",HELENA,
"['248473 2', 'USC00248473 6']",11894,MT,"[-112.08333, 46.55]",UNIONVILLE,4915.0
"['245300 2', 'USC00245300 6']",11895,MT,"[-112.3, 46.56667]",MACDONALD OASS,6263.0
['245522 2'],11896,MT,"[-112.3, 46.58333]",MC DONALD PASS 2 N,7254.0
"['94162 1', '242738 2', 'ETM 3', 'USC00242738 6', 'ELIM8 7', 'ETM 7']",11897,MT,"[-112.4342, 46.5631]",ELLISTON,5080.0
['247686 2'],11898,MT,"[-113.55, 46.58333]",SLIDE ROCK LOOKOUT,7707.0
"['242634 2', 'USC00242634 6']",11899,MT,"[-111.91667, 46.58333]",EAST HELENA,3901.0
"['245596 2', 'USC00245596 6', 'MELM8 7']",11901,MT,"[-107.8706, 46.6009]",MELSTONE,2932.0
"['247273 2', 'USC00247273 6']",11902,MT,"[-109.16667, 46.63333]",SAHARA,4843.0
"['242886 2', 'USC00242886 6']",11903,MT,"[-110.35, 46.61667]",FINDON,4905.0
"['242012 2', 'USC00242012 6']",11904,MT,"[-110.66667, 46.6]",COPPER,5682.0
"['241460 2', 'USC00241460 6']",11905,MT,"[-111.7, 46.63333]",CANYON FERRY,3471.0
"['24144 1', '244055 2', 'HLN 3', '72772 4', 'KHLN 5', 'USW00024144 6', 'HLN 7', 'USW00024144 32']",11906,MT,"[-111.98921, 46.60444]",HELENA AIRPORT ASOS,3865.0
['245148 2'],11907,MT,"[-114.58333, 46.63333]",LOLO PASS,5233.0
"['94002 1', '245666 2', 'USC00245666 6']",11908,MT,"[-104.95, 46.68333]",MILDRED,2411.0
"['244545 2', 'USC00244545 6', 'JDHM8 7']",11909,MT,"[-109.4737, 46.6102]",JUDITH GAP 13 E,4791.0
"['244538 2', 'USC00244538 6', 'GAPM8 7']",11910,MT,"[-109.75056, 46.67778]",JUDITH GAP,4630.0
"['248933 2', 'USC00248933 6']",11911,MT,"[-110.86667, 46.68333]",WHITE SULPHUR SPRING 10 N,5443.0
"['243157 2', 'USC00243157 6', 'LGNM8 7']",11912,MT,"[-111.09389, 46.65472]",FORT LOGAN 4 ESE,4710.0
"['241470 2', 'USC00241470 6', 'CYNM8 7']",11913,MT,"[-111.73333, 46.65]",CANYON FERRY DAM,3672.0
"['241465 2', 'USC00241465 6']",11914,MT,"[-111.71667, 46.65]",CANYON FERRY DAM,3852.0
"['244050 2', 'USC00244050 6']",11915,MT,"[-112.05, 46.66667]",HELENA 6 N,3802.0
"['240375 2', 'USC00240375 6', 'AUSM8 7']",11916,MT,"[-112.2656, 46.6456]",AUSTIN 1 W,4851.0
['242507 2'],11917,MT,"[-113.13333, 46.66667]",DRUMMOND 1 SSW,3944.0
"['242495 2', 'DRUM8 7']",11919,MT,"[-113.1501, 46.6622]",DRUMMOND,3937.0
"['241518 2', 'USC00241518 6', 'CLLM8 7']",11921,MT,"[-104.30927, 46.74441]",CARLYLE 13 NW,3145.0
"['244386 2', 'USC00244386 6', 'INEM8 7']",11922,MT,"[-107.195, 46.5676]",INGOMAR 9 E,2800.0
['24008 1'],11923,MT,"[-109.75, 46.7]",JUDITH GAP AAF,
['248721 2'],11924,MT,"[-111.38333, 46.71667]",WATSON 3 N,5653.0
['240975 2'],11925,MT,"[-113.63333, 46.73333]",BONITA RANGER STN,3543.0
['248796 2'],11926,MT,"[-114.41667, 46.73333]",WEST FORK BUTTE LOOKOUT,6165.0
"['245668 2', 'USC00245668 6', 'MLDM8 7']",11927,MT,"[-105.03414, 46.7698]",MILDRED 7 NNW,2550.0
"['247140 2', 'USC00247140 6']",11928,MT,"[-106.13333, 46.78333]",ROCK SPRINGS 7 SE,3202.0
"['245402 2', 'USC00245402 6']",11929,MT,"[-112.3, 46.75]",MARYSVILLE 1 SW,5801.0
"['245405 2', 'USC00245405 6']",11930,MT,"[-112.3, 46.75]",MARYSVILLE 3,5384.0
"['245146 2', 'USC00245146 6', 'LOLM8 7']",11931,MT,"[-114.5139, 46.7506]",LOLO HOT SPRINGS 2 NE,4055.0
"['248165 2', 'USC00248165 6', 'TERM8 7']",11932,MT,"[-105.3021, 46.794]",TERRY,2250.0
"['247136 2', 'USC00247136 6', 'RKSM8 7']",11933,MT,"[-106.2452, 46.8202]",ROCK SPRINGS,3024.0
['244388 2'],11934,MT,"[-106.98333, 46.8]",INGOMAR 23 NE,3333.0
"['244389 2', 'USC00244389 6']",11935,MT,"[-107.03333, 46.81667]",INGOMAR 21 NE,3353.0
"['241252 2', 'USC00241252 6']",11936,MT,"[-109.83333, 46.81667]",BUFFALO,4314.0
"['248936 2', 'USC00248936 6']",11937,MT,"[-111.2, 46.83333]",WHITE SULPHUR SPRNGS 24 NNW,4391.0
"['241450 2', 'USC00241450 6']",11938,MT,"[-112.25, 46.81667]",CANYON CREEK,4314.0
"['243393 2', 'USC00243393 6']",11939,MT,"[-113.35, 46.81667]",GARNET,6063.0
"['245737 2', 'BITM8 7']",11940,MT,"[-114.0533, 46.8316]",MISSOULA 4SW,3116.0
"['244663 2', 'USC00244663 6']",11941,MT,"[-110.7, 46.83333]",KINGS HILL,7306.0
"['243013 2', 'USC00243013 6', 'FLTM8 7']",11942,MT,"[-108.37239, 46.82169]",FLATWILLOW 4 ENE,3290.0
"['248495 2', 'USC00248495 6']",11943,MT,"[-110.3, 46.88333]",UTICA 11 WSW,5000.0
"['246685 2', 'USC00246685 6', 'POTM8 7']",11944,MT,"[-113.56258, 46.87672]",POTOMAC,3690.0
"['245741 2', 'ABOM8 7']",11945,MT,"[-113.93139, 46.87722]",MISSOULA ABOVE,3198.0
"['94105 1', '245745 2', 'USW00094105 32']",11946,MT,"[-114.0, 46.86667]",MISSOULA WBO,3218.0
"['245740 2', 'USC00245740 6', 'MSOM8 7']",11947,MT,"[-114.0911, 46.9244]",MISSOULA 6 NW WFO,3197.0
"['245731 2', 'BELM8 7']",11948,MT,"[-114.12583, 46.86917]",MISSOULA BELOW,3084.0
"['249052 2', 'USC00249052 6', 'WNTM8 7']",11950,MT,"[-108.19661, 46.939]",WINNETT 8 ESE,2810.0
"['244978 2', 'USC00244978 6', 'LWSM8 7']",11951,MT,"[-109.41135, 46.90573]",LEWISTOWN 11 SSE,4965.0
"['246001 2', 'USC00246001 6']",11952,MT,"[-110.73333, 46.93333]",NEIHART,5653.0
"['246304 2', 'USC00246304 6', 'OVDM8 7']",11953,MT,"[-113.0564, 46.8819]",OVANDO 9 SSE,4325.0
"['240983 2', 'BONM8 7']",11954,MT,"[-113.75556, 46.89972]",BONNER,3345.0
"['245735 2', 'USC00245735 6', 'MSAM8 7']",11955,MT,"[-113.9678, 46.8983]",MISSOULA 2 NE,3420.0
"['24153 1', '245745 2', 'MSO 3', '72773 4', 'KMSO 5', 'USW00024153 6', 'MSO 7', 'USW00024153 32']",11956,MT,"[-114.09376, 46.92076]",MISSOULA INTERNATIONAL AP,3195.0
"['248957 2', 'USC00248957 6', 'WBXM8 7']",11957,MT,"[-104.1567, 46.9878]",WIBAUX 2 E,2696.0
"['241880 2', 'USC00241880 6']",11958,MT,"[-106.76667, 46.98333]",COHAGEN 9 WSW,2890.0
"['248493 2', 'USC00248493 6']",11959,MT,"[-110.08333, 46.96667]",UTICA,4705.0
"['245040 2', '245054 2', 'USC00245040 6', 'LINM8 7']",11960,MT,"[-112.65608, 46.95639]",LINCOLN RANGER STATION,4620.0
['248987 2'],11961,MT,"[-114.7, 46.95]",WILLIAMS PEAK LOOKOUT,5472.0
['244253 2'],11962,MT,"[-115.05, 46.96667]",HOODOO PASS,6053.0
"['245872 2', 'USC00245872 6', 'MOSM8 7']",11963,MT,"[-107.82244, 47.02195]",MOSBY 4 ENE,2910.0
"['245871 2', 'MSBM8 7']",11964,MT,"[-107.89083, 46.97611]",MOSBY,2494.0
"['24095 1', '243727 2', 'USC00243727 6', 'GSSM8 7']",11965,MT,"[-108.8035, 47.0256]",GRASS RANGE,3490.0
"['244193 2', 'USC00244193 6', 'HOBM8 7']",11966,MT,"[-109.8704, 46.9997]",HOBSON,4244.0
"['245706 2', 'USC00245706 6', 'MLLM8 7']",11967,MT,"[-111.3699, 47.0206]",MILLEGAN,4500.0
"['241557 2', 'USC00241557 6', 'CSEM8 7']",11968,MT,"[-111.5772, 46.9956]",CASCADE 20 SSE,4600.0
"['240056 2', 'USC00240056 6', 'ADLM8 7']",11969,MT,"[-111.6741, 47.0091]",ADEL,5017.0
"['241555 2', 'USC00241555 6']",11970,MT,"[-111.68333, 47.01667]",CASCADE 18 S,5325.0
"['94124 1', '244241 2', 'USC00244241 6', 'HLTM8 7']",11971,MT,"[-112.0116, 46.9907]",HOLTER DAM,3487.0
"['245659 2', 'USC00245659 6']",11972,MT,"[-112.35, 47.01667]",MIKE HORSE,5052.0
"['245038 2', 'USC00245038 6']",11973,MT,"[-112.41667, 47.03333]",LINCOLN 14 NE,5154.0
['246301 2'],11974,MT,"[-113.11667, 47.03333]",OVANDO,4242.0
"['246302 2', 'USC00246302 6', 'OVNM8 7']",11975,MT,"[-113.1315, 47.0189]",OVANDO,4109.0
['246314 2'],11976,MT,"[-113.23333, 47.01667]",OVANDO 5 W,3914.0
['246605 2'],11977,MT,"[-113.98333, 47.03333]",POINT SIX MOUNTAIN,7434.0
['248421 2'],11978,MT,"[-114.01667, 47.01667]",TV MOUNTAIN,6785.0
"['240075 2', 'USC00240075 6', 'ABTM8 7']",11979,MT,"[-114.4781, 47.0036]",ALBERTON,3060.0
"['248169 2', 'USC00248169 6', 'TYNM8 7']",11981,MT,"[-105.49528, 47.07]",TERRY 21 NNW,3142.0
"['241875 2', 'USC00241875 6', 'CHNM8 7']",11982,MT,"[-106.61638, 47.05643]",COHAGEN,2720.0
"['249047 2', 'USC00249047 6']",11983,MT,"[-108.31667, 47.06667]",WINNETT 5 NNE,2923.0
"['24010 1', '244983 2', 'LEWM8 7', 'USW00024010 32']",11984,MT,"[-109.4426, 47.0512]",LEWISTOWN 2 SW,4100.0
"['24036 1', '244985 2', 'LWT 3', 'KLWT 5', 'USW00024036 6', 'LWT 7', 'USW00024036 32']",11985,MT,"[-109.45654, 47.05443]",LEWISTOWN AP,4125.0
"['245761 2', 'USC00245761 6', 'MOCM8 7']",11986,MT,"[-109.951, 47.0573]",MOCCASIN EXPERIMENT STN,4300.0
"['246008 2', 'USC00246008 6', 'NHTM8 7']",11987,MT,"[-110.7761, 47.0413]",NEIHART 8 NNW,5230.0
"['247156 2', 'USC00247156 6']",11988,MT,"[-112.36667, 47.08333]",ROGERS PASS,5539.0
"['246307 2', 'USC00246307 6']",11989,MT,"[-113.28333, 47.05]",OVANDO 7 WNW,4003.0
['246119 2'],11990,MT,"[-114.4, 47.06667]",NINEMILE RANGER STN,3153.0
"['243581 2', 'USC00243581 6', 'GNDM8 7']",11992,MT,"[-104.71759, 47.1059]",GLENDIVE,2075.0
['243585 2'],11993,MT,"[-104.71667, 47.1]",GLENDIVE KXGN,2080.0
"['243593 2', 'USC00243593 6', 'GLNM8 7']",11994,MT,"[-104.719, 47.1056]",GLENDIVE WATER PLANT,2000.0
['243589 2'],11995,MT,"[-104.78333, 47.1]",GLENDIVE KGLE,2192.0
"['248152 2', 'USC00248152 6']",11996,MT,"[-108.48333, 47.16667]",TEIGEN 10 NNE,3241.0
['94131 1'],11997,MT,"[-110.2, 47.16667]",STANFORD,
"['247858 2', 'USC00247858 6']",11998,MT,"[-110.21667, 47.15]",STANFORD,4281.0
"['247864 2', 'USC00247864 6', 'STNM8 7']",11999,MT,"[-110.22386, 47.15499]",STANFORD,4289.0
"['247159 2', 'USC00247159 6', 'WRPM8 7']",12000,MT,"[-112.2901, 47.1901]",ROGERS PASS 9 NNE,4200.0
['242467 2'],12001,MT,"[-113.53333, 47.16667]",DOUBLE ARROW LOOKOUT,5203.0
"['24159 1', '248043 2', 'USW00024159 6', 'SUPM8 7', 'USW00024159 32']",12002,MT,"[-114.8903, 47.1929]",SUPERIOR,2710.0
"['245045 2', 'USC00245045 6', 'LNDM8 7']",12003,MT,"[-105.15221, 47.22529]",LINDSAY,2693.0
"['248156 2', 'USC00248156 6']",12004,MT,"[-108.55, 47.23333]",TEIGEN 13 NNE,3451.0
"['243736 2', 'USC00243736 6', 'GSRM8 7']",12005,MT,"[-108.6552, 47.1888]",GRASSRANGE 13 NE,3245.0
"['243731 2', 'USC00243731 6']",12006,MT,"[-108.7, 47.23333]",GRASSRANGE 15 NNE,3251.0
"['240912 2', 'USC00240912 6']",12007,MT,"[-108.66667, 47.2]",BLAKESLEE,3504.0
"['241552 2', 'USC00241552 6', 'CSMM8 7']",12008,MT,"[-111.71084, 47.21909]",CASCADE 5 S,3360.0
['242083 2'],12009,MT,"[-112.08333, 47.2]",CRAIG 10 NW,3793.0
"['247448 2', 'USC00247448 6', 'SELM8 7']",12010,MT,"[-113.5204, 47.2141]",SEELEY LAKE RANGER STATION,4100.0
"['241169 2', 'USC00241169 6', 'BKYM8 7', 'BYLM8 7']",12011,MT,"[-105.8299, 47.2876]",BROCKWAY 3 WSW,2630.0
"['245873 2', 'USC00245873 6']",12012,MT,"[-107.95, 47.25]",MOSBY 18 N,2323.0
"['244143 2', 'USC00244143 6', 'HGRM8 7']",12013,MT,"[-109.361, 47.2531]",HILGER,4080.0
"['241548 2', 'CASM8 7']",12014,MT,"[-111.6933, 47.2689]",CASCADE,3372.0
"['244522 2', 'USC00244522 6', 'JORM8 7']",12015,MT,"[-106.9104, 47.3144]",JORDAN,2620.0
"['94051 1', 'JDN 3', 'KJDN 5', 'USW00094051 6', 'USW00094051 32']",12016,MT,"[-106.94872, 47.32593]",JORDAN AP,2628.0
"['245876 2', 'USC00245876 6']",12017,MT,"[-107.93333, 47.33333]",MOSBY 23 N,2260.0
"['248498 2', 'USC00248498 6', 'VALM8 7']",12018,MT,"[-108.4992, 47.3391]",VALENTINE,2905.0
"['242347 2', 'USC00242347 6', 'DENM8 7']",12019,MT,"[-109.9372, 47.3181]",DENTON,3610.0
"['246902 2', '246900 2', 'USC00246902 6', 'USC00246900 6', 'RAFM8 7']",12020,MT,"[-110.7456, 47.2972]",RAYNESFORD 2 NNW,4215.0
"['247286 2', 'USC00247286 6', 'STIM8 7']",12021,MT,"[-114.0982, 47.3149]",SAINT IGNATIUS,2915.0
['242425 2'],12022,MT,"[-114.3, 47.33333]",DIXON HQ,2552.0
"['247318 2', 'USC00247318 6', 'RGSM8 7']",12023,MT,"[-115.0909, 47.3036]",SAINT REGIS 1 NE,2660.0
"['247319 2', 'STRM8 7']",12024,MT,"[-115.1217, 47.2969]",ST. REGIS RIVER,2645.0
"['247316 2', 'USC00247316 6', 'SRGM8 7']",12025,MT,"[-115.0864, 47.3019]",ST. REGIS-CLARK FORK,2600.0
['94026 1'],12026,MT,"[-106.83333, 47.33333]",JORDAN,
['248524 2'],12028,MT,"[-106.36667, 47.35]",VAN NORMAN 4 NE,2333.0
"['244527 2', 'USC00244527 6']",12029,MT,"[-106.43333, 47.35]",JORDAN 22 E VAN NORMAN,2376.0
"['242477 2', 'USC00242477 6']",12030,MT,"[-108.25, 47.35]",DOVETAIL,2743.0
"['248455 2', 'USC00248455 6', 'ULLM8 7']",12031,MT,"[-111.4406, 47.3558]",ULM 8 SE TRULY,3336.0
"['246364 2', 'USC00246364 6']",12032,MT,"[-114.8, 47.38333]",PARADISE,2890.0
"['243984 2', 'USC00243984 6', 'HAUM8 7']",12033,MT,"[-115.4225, 47.3889]",HAUGAN 1 W,3160.0
['94123 1'],12034,MT,"[-115.4, 47.38333]",HAUGAN,
"['240926 2', 'USC00240926 6']",12035,MT,"[-104.8, 47.41667]",BLOOMFIELD 6 E,2552.0
"['240923 2', 'USC00240923 6', 'BMFM8 7']",12036,MT,"[-104.895, 47.4694]",BLOOMFIELD 5 NNE,2673.0
"['241758 2', 'USC00241758 6', 'CIRM8 7']",12037,MT,"[-105.59547, 47.4122]",CIRCLE,2480.0
"['241231 2', 'USC00241231 6', 'BRSM8 7']",12038,MT,"[-107.24737, 47.42003]",BRUSETT 3 E,2854.0
"['247228 2', 'USC00247228 6', 'ROYM8 7']",12039,MT,"[-108.8372, 47.4869]",ROY 8 NE,3085.0
"['248451 2', 'ULMM8 7']",12040,MT,"[-111.3853, 47.435]",ULM 6 E,3313.0
"['245043 2', 'USC00245043 6', 'LNBM8 7']",12041,MT,"[-113.7125, 47.4083]",LINDBERGH LAKE,4320.0
"['247382 2', 'USC00247382 6', 'SAVM8 7']",12042,MT,"[-104.33786, 47.4535]",SAVAGE,1978.0
"['24143 1', '243751 2', 'GTF 3', '72775 4', 'KGTF 5', 'USW00024143 6', 'GTF 7', 'USW00024143 32']",12043,MT,"[-111.38281, 47.47327]",GREAT FALLS AIRPORT,3667.0
"['243756 2', 'GRFM8 7']",12044,MT,"[-111.33333, 47.48333]",GREAT FALLS 14 ST BRIDGE,3320.0
"['248021 2', 'USC00248021 6', 'SNRM8 7']",12045,MT,"[-111.7375, 47.4773]",SUN RIVER 4 S,3600.0
"['240364 2', 'USC00240364 6', 'AUGM8 7']",12046,MT,"[-112.397, 47.4926]",AUGUSTA,4070.0
['248485 2'],12047,MT,"[-113.51667, 47.46667]",UPPER HOLLAND LAKE,6004.0
"['246562 2', 'USC00246562 6', 'PNSM8 7']",12048,MT,"[-114.8794, 47.4661]",PLAINS RANGER STATION,2490.0
"['241765 2', 'USC00241765 6']",12049,MT,"[-105.56667, 47.51667]",CIRCLE 7 N,2431.0
"['94121 1', '243455 2', 'USC00243455 6']",12050,MT,"[-110.16667, 47.53333]",GERALDINE 6 SE,3451.0
"['247540 2', 'USC00247540 6', 'SHSM8 7']",12051,MT,"[-110.57668, 47.53101]",SHONKIN 7 S,4295.0
['94145 1'],12052,MT,"[-111.16667, 47.51667]",GREAT FALLS,
"['24112 1', 'GFA 3', 'KGFA 5', 'USW00024112 6', 'USW00024112 32']",12053,MT,"[-111.18333, 47.51667]",MALMSTROM AFB,3472.0
"['243749 2', 'USC00243749 6', 'GTFM8 7']",12054,MT,"[-111.2792, 47.4883]",GREAT FALLS 16ST,3505.0
"['243750 2', '245346 2']",12055,MT,"[-111.45, 47.53333]",GREAT FALLS MANCHESTER BRDGE,3343.0
"['247618 2', 'USC00247618 6', 'SMMM8 7']",12056,MT,"[-111.9162, 47.4961]",SIMMS 1 NE,3558.0
['240668 2'],12057,MT,"[-112.88333, 47.5]",BENCH MARK,5525.0
"['240758 2', 'USC00240758 6']",12058,MT,"[-113.23333, 47.5]",BIG PRAIRIE RANGER STN,4642.0
"['247204 2', 'USC00247204 6', 'RDBM8 7']",12059,MT,"[-114.2761, 47.5374]",ROUND BUTTE 1 NNW,3100.0
"['246406 2', 'USC00246406 6']",12060,MT,"[-105.3, 47.56667]",PAXTON,2402.0
"['244007 2', 'USC00244007 6']",12061,MT,"[-106.7, 47.56667]",HAXBY 18 SW,2651.0
"['249033 2', 'USC00249033 6', 'WINM8 7']",12062,MT,"[-109.3768, 47.5597]",WINIFRED,3243.0
"['244120 2', 'USC00244120 6']",12063,MT,"[-110.78333, 47.55]",HIGHWOOD,3401.0
"['240370 2', 'USC00240370 6']",12064,MT,"[-112.61667, 47.55]",AUGUSTA 11 WNW,4852.0
['247165 2'],12065,MT,"[-114.06667, 47.56667]",RONAN 2 NE,3153.0
"['247020 2', 'USC00247020 6']",12066,MT,"[-105.06667, 47.63333]",RICHEY,2503.0
"['247234 2', 'USC00247234 6']",12067,MT,"[-108.7, 47.61667]",ROY 24 NE MOBRIDGE,2313.0
"['244860 2', 'LDKM8 7']",12068,MT,"[-108.6869, 47.6308]",LANDUSKY 20 S,2240.0
"['243445 2', 'USC00243445 6', 'GERM8 7']",12069,MT,"[-110.267, 47.6014]",GERALDINE,3145.0
"['244128 2', 'USC00244128 6']",12070,MT,"[-110.68333, 47.63333]",HIGHWOOD 6 NE,3504.0
"['242857 2', 'USC00242857 6', 'FFDM8 7']",12071,MT,"[-111.9861, 47.6151]",FAIRFIELD,3983.0
"['243489 2', 'USC00243489 6', 'GDMM8 7', 'AGSM8 7']",12072,MT,"[-112.7547, 47.6011]",GIBSON DAM,4590.0
"['244297 2', 'USC00244297 6', 'HOTM8 7']",12073,MT,"[-114.68333, 47.6]",HOT SPRINGS,2900.0
['245894 2'],12074,MT,"[-114.83333, 47.61667]",MOUNT BALDY LOOKOUT,7493.0
"['94132 1', '248211 2', '3TH 3', 'USC00248211 6', 'THOM8 7', '3TH 7']",12075,MT,"[-115.3595, 47.5932]",THOMPSON FALLS PH,2380.0
"['248207 2', 'USC00248207 6']",12076,MT,"[-115.35, 47.6]",THOMPSON FALLS,2441.0
"['247562 2', 'USC00247562 6', 'SIDM8 7']",12077,MT,"[-104.15769, 47.67939]",SIDNEY 2 S,1920.0
"['244830 2', 'USC00244830 6']",12078,MT,"[-104.61667, 47.68333]",LAMBERT,2343.0
"['244133 2', 'USC00244133 6', 'HWDM8 7']",12079,MT,"[-110.6677, 47.6415]",HIGHWOOD 7 NE,3600.0
"['246700 2', 'USC00246700 6', 'PWRM8 7']",12080,MT,"[-111.598, 47.6544]",POWER 6 SE,3750.0
"['246635 2', 'USC00246635 6', 'PSNM8 7']",12081,MT,"[-114.1905, 47.6749]",POLSON,3010.0
"['246640 2', 'USC00246640 6', 'KERM8 7']",12082,MT,"[-114.2419, 47.6775]",SKQ DAM,2730.0
"['247560 2', 'USC00247560 6', 'SDYM8 7']",12083,MT,"[-104.14681, 47.72835]",SIDNEY,1933.0
"['245169 2', 'USC00245169 6']",12084,MT,"[-114.63333, 47.7]",LONEPINE,2841.0
"['245164 2', 'USC00245164 6']",12085,MT,"[-114.65, 47.71667]",LONEPINE 1 WNW,2881.0
"['94028 1', 'SDY 3', 'KSDY 5', 'USW00094028 6', 'USW00094028 32']",12086,MT,"[-104.18333, 47.71667]",SIDNEY RICHLAND MUNICIPAL AP,1980.0
"['242590 2', 'DTNM8 7']",12087,MT,"[-111.5533, 47.9292]",DUTTON 9 NE,3235.0
"['248569 2', 'USC00248569 6', 'VIDM8 7']",12088,MT,"[-105.3686, 47.8799]",VIDA 6 NE,2284.0
"['248161 2', 'USC00248161 6']",12089,MT,"[-107.6, 47.8]",TELEGRAPH CREEK,2543.0
"['245340 2', 'USC00245340 6', 'MTAM8 7']",12090,MT,"[-107.95563, 47.84177]",MALTA 35 S,2615.0
"['244368 2', 'USC00244368 6', 'ILIM8 7']",12091,MT,"[-109.81, 47.80556]",ILIAD,2965.0
['24113 1'],12092,MT,"[-110.65, 47.85]",FORT BENTON AAF,
"['243113 2', 'USC00243113 6', 'FTBM8 7']",12093,MT,"[-110.6611, 47.8304]",FORT BENTON,2649.0
"['243122 2', 'FBNM8 7']",12094,MT,"[-110.6675, 47.81778]",FORT BENTON RIVER,2614.0
"['241737 2', 'USC00241737 6', 'COUM8 7']",12095,MT,"[-112.1921, 47.8205]",CHOTEAU,3845.0
"['240748 2', 'USC00240748 6']",12096,MT,"[-114.3, 47.8]",BIG ARM,2913.0
"['248379 2', 'USC00248379 6']",12097,MT,"[-115.63333, 47.83333]",TROUT CREEK 2 W,2490.0
"['242867 2', 'USC00242867 6']",12098,MT,"[-104.05, 47.85]",FAIRVIEW,1932.0
"['242584 2', 'USC00242584 6', 'DUTM8 7']",12099,MT,"[-111.5795, 47.8433]",DUTTON 6 E,3594.0
['249164 2'],12100,MT,"[-112.93333, 47.88333]",WRONG CREEK,5705.0
"['240755 2', 'USC00240755 6', 'BFSM8 7']",12101,MT,"[-114.03361, 47.87683]",BIGFORK 13 S,2979.0
"['248380 2', 'USC00248380 6', 'TCRM8 7']",12102,MT,"[-115.62722, 47.86636]",TROUT CREEK RS,2410.0
"['249900 2', 'USC00249900 6', 'ZRTM8 7']",12103,MT,"[-108.5244, 47.9185]",ZORTMAN,4035.0
"['245153 2', 'USC00245153 6', 'LOMM8 7']",12104,MT,"[-110.5024, 47.9363]",LOMA,2578.0
"['241342 2', 'USC00241342 6', 'BYNM8 7']",12105,MT,"[-112.2919, 47.9262]",BYNUM 4 SSE,4039.0
['247780 2'],12106,MT,"[-113.43333, 47.9]",SPOTTED BEAR LOOKOUT,7234.0
['247782 2'],12107,MT,"[-113.46667, 47.91667]",SPOTTED BEAR MOUNTAIN,6004.0
['247785 2'],12108,MT,"[-113.51667, 47.91667]",SPOTTED BEAR RANGER STN,3734.0
